"~start_node_id","~start_node_labels","~start_node_property_name","~start_node_property_id","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_kind","~end_node_property_name","~end_node_property_gloss"
"4:13c24cab-0708-4375-8014-8513a8fd1335:182374","elementSpec","teiHeader","teiHeader","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182375","elementSpec","fileDesc","fileDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182376","elementSpec","titleStmt","titleStmt","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182377","elementSpec","sponsor","sponsor","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182378","elementSpec","funder","funder","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182379","elementSpec","principal","principal","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182380","elementSpec","editionStmt","editionStmt","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182381","elementSpec","edition","edition","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182382","elementSpec","extent","extent","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182383","elementSpec","publicationStmt","publicationStmt","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182384","elementSpec","distributor","distributor","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182385","elementSpec","authority","authority","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182386","elementSpec","idno","idno","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182387","elementSpec","availability","availability","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182388","elementSpec","licence","licence","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182389","elementSpec","seriesStmt","seriesStmt","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182390","elementSpec","notesStmt","notesStmt","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182391","elementSpec","sourceDesc","sourceDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182392","elementSpec","biblFull","biblFull","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182393","elementSpec","encodingDesc","encodingDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182394","elementSpec","schemaRef","schemaRef","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182395","elementSpec","projectDesc","projectDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182396","elementSpec","samplingDecl","samplingDecl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182397","elementSpec","editorialDecl","editorialDecl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182398","elementSpec","correction","correction","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182399","elementSpec","normalization","normalization","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182400","elementSpec","quotation","quotation","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182401","elementSpec","hyphenation","hyphenation","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182402","elementSpec","segmentation","segmentation","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182403","elementSpec","stdVals","stdVals","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182404","elementSpec","interpretation","interpretation","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182405","elementSpec","punctuation","punctuation","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182406","elementSpec","tagsDecl","tagsDecl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182407","elementSpec","tagUsage","tagUsage","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182408","elementSpec","namespace","namespace","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182409","elementSpec","rendition","rendition","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182410","elementSpec","styleDefDecl","styleDefDecl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182411","elementSpec","refsDecl","refsDecl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182412","elementSpec","citeStructure","citeStructure","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182413","elementSpec","citeData","citeData","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182414","elementSpec","cRefPattern","cRefPattern","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182415","elementSpec","prefixDef","prefixDef","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182416","elementSpec","listPrefixDef","listPrefixDef","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182417","elementSpec","refState","refState","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182418","elementSpec","classDecl","classDecl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182419","elementSpec","taxonomy","taxonomy","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182420","elementSpec","category","category","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182421","elementSpec","catDesc","catDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182422","elementSpec","geoDecl","geoDecl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182423","elementSpec","unitDecl","unitDecl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182424","elementSpec","unitDef","unitDef","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182425","elementSpec","conversion","conversion","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182426","elementSpec","appInfo","appInfo","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182427","elementSpec","application","application","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182428","elementSpec","profileDesc","profileDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182429","elementSpec","handNote","handNote","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182430","elementSpec","abstract","abstract","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182431","elementSpec","creation","creation","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182432","elementSpec","langUsage","langUsage","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182433","elementSpec","language","language","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182434","elementSpec","textClass","textClass","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182435","elementSpec","keywords","keywords","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182436","elementSpec","classCode","classCode","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182437","elementSpec","catRef","catRef","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182438","elementSpec","calendarDesc","calendarDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182439","elementSpec","calendar","calendar","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182440","elementSpec","correspDesc","correspDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182441","elementSpec","correspAction","correspAction","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182442","elementSpec","correspContext","correspContext","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182443","elementSpec","xenoData","xenoData","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182444","elementSpec","revisionDesc","revisionDesc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182445","elementSpec","change","change","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183183","Module","header","header",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182446","elementSpec","p","p","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182447","elementSpec","foreign","foreign","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182448","elementSpec","emph","emph","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182449","elementSpec","hi","hi","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182450","elementSpec","distinct","distinct","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182451","elementSpec","said","said","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182452","elementSpec","quote","quote","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182453","elementSpec","q","q","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182454","elementSpec","cit","cit","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182455","elementSpec","mentioned","mentioned","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182456","elementSpec","soCalled","soCalled","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182457","elementSpec","desc","desc","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182458","elementSpec","gloss","gloss","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182459","elementSpec","term","term","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182460","elementSpec","ruby","ruby","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182461","elementSpec","rb","rb","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182462","elementSpec","rt","rt","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182463","elementSpec","sic","sic","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182464","elementSpec","corr","corr","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182465","elementSpec","choice","choice","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182466","elementSpec","reg","reg","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182467","elementSpec","orig","orig","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182468","elementSpec","gap","gap","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182469","elementSpec","ellipsis","ellipsis","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182470","elementSpec","add","add","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182471","elementSpec","del","del","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182472","elementSpec","unclear","unclear","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182473","elementSpec","name","name","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182474","elementSpec","rs","rs","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182475","elementSpec","email","email","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182476","elementSpec","address","address","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182477","elementSpec","addrLine","addrLine","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182478","elementSpec","street","street","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182479","elementSpec","postCode","postCode","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182480","elementSpec","postBox","postBox","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182481","elementSpec","num","num","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182482","elementSpec","measure","measure","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182483","elementSpec","measureGrp","measureGrp","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182484","elementSpec","unit","unit","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182485","elementSpec","date","date","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182486","elementSpec","time","time","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182487","elementSpec","abbr","abbr","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182488","elementSpec","expan","expan","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182489","elementSpec","ptr","ptr","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182490","elementSpec","ref","ref","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182491","elementSpec","list","list","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182492","elementSpec","item","item","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182493","elementSpec","label","label","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182494","elementSpec","head","head","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182495","elementSpec","headLabel","headLabel","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182496","elementSpec","headItem","headItem","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182497","elementSpec","note","note","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182498","elementSpec","noteGrp","noteGrp","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182499","elementSpec","index","index","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182500","elementSpec","media","media","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182501","elementSpec","graphic","graphic","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182502","elementSpec","binaryObject","binaryObject","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182503","elementSpec","milestone","milestone","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182504","elementSpec","gb","gb","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182505","elementSpec","pb","pb","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182506","elementSpec","lb","lb","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182507","elementSpec","cb","cb","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182508","elementSpec","analytic","analytic","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182509","elementSpec","monogr","monogr","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182510","elementSpec","series","series","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182511","elementSpec","author","author","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182512","elementSpec","editor","editor","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182513","elementSpec","respStmt","respStmt","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182514","elementSpec","resp","resp","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182515","elementSpec","title","title","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182516","elementSpec","meeting","meeting","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182517","elementSpec","imprint","imprint","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182518","elementSpec","publisher","publisher","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182519","elementSpec","biblScope","biblScope","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182520","elementSpec","citedRange","citedRange","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182521","elementSpec","pubPlace","pubPlace","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182522","elementSpec","bibl","bibl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182523","elementSpec","biblStruct","biblStruct","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182524","elementSpec","listBibl","listBibl","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182525","elementSpec","relatedItem","relatedItem","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182526","elementSpec","l","l","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
"4:13c24cab-0708-4375-8014-8513a8fd1335:182527","elementSpec","lg","lg","HAS_MODULE","4:13c24cab-0708-4375-8014-8513a8fd1335:183184","Module","core","core",
