"~id","~labels","name","chapterName","type","id","kind","gloss"
"4:13c24cab-0708-4375-8014-8513a8fd1335:182641","elementSpec","oRef",,,"oRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182642","elementSpec","pRef",,,"pRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182643","elementSpec","msDesc",,,"msDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182644","elementSpec","catchwords",,,"catchwords",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182645","elementSpec","dimensions",,,"dimensions",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182646","elementSpec","dim",,,"dim",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182647","elementSpec","height",,,"height",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182648","elementSpec","depth",,,"depth",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182649","elementSpec","width",,,"width",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182650","elementSpec","heraldry",,,"heraldry",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182651","elementSpec","locus",,,"locus",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182652","elementSpec","locusGrp",,,"locusGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182653","elementSpec","material",,,"material",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182654","elementSpec","objectType",,,"objectType",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182655","elementSpec","origDate",,,"origDate",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182656","elementSpec","origPlace",,,"origPlace",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182657","elementSpec","secFol",,,"secFol",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182658","elementSpec","signatures",,,"signatures",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182659","elementSpec","stamp",,,"stamp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182660","elementSpec","watermark",,,"watermark",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182661","elementSpec","msIdentifier",,,"msIdentifier",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182662","elementSpec","institution",,,"institution",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182663","elementSpec","repository",,,"repository",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182664","elementSpec","collection",,,"collection",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182665","elementSpec","altIdentifier",,,"altIdentifier",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182666","elementSpec","msName",,,"msName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182667","elementSpec","colophon",,,"colophon",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182668","elementSpec","explicit",,,"explicit",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182669","elementSpec","filiation",,,"filiation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182670","elementSpec","finalRubric",,,"finalRubric",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182671","elementSpec","incipit",,,"incipit",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182672","elementSpec","msContents",,,"msContents",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182673","elementSpec","msItem",,,"msItem",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182674","elementSpec","msItemStruct",,,"msItemStruct",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182675","elementSpec","rubric",,,"rubric",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182676","elementSpec","summary",,,"summary",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182677","elementSpec","textLang",,,"textLang",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182678","elementSpec","physDesc",,,"physDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182679","elementSpec","objectDesc",,,"objectDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182680","elementSpec","supportDesc",,,"supportDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182681","elementSpec","support",,,"support",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182682","elementSpec","collation",,,"collation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182683","elementSpec","foliation",,,"foliation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182684","elementSpec","condition",,,"condition",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182685","elementSpec","layoutDesc",,,"layoutDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182686","elementSpec","layout",,,"layout",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182687","elementSpec","handDesc",,,"handDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182688","elementSpec","typeDesc",,,"typeDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182689","elementSpec","typeNote",,,"typeNote",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182690","elementSpec","scriptDesc",,,"scriptDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182691","elementSpec","scriptNote",,,"scriptNote",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182692","elementSpec","musicNotation",,,"musicNotation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182693","elementSpec","decoDesc",,,"decoDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182694","elementSpec","decoNote",,,"decoNote",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182695","elementSpec","additions",,,"additions",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182696","elementSpec","bindingDesc",,,"bindingDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182697","elementSpec","binding",,,"binding",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182698","elementSpec","sealDesc",,,"sealDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182699","elementSpec","seal",,,"seal",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182700","elementSpec","accMat",,,"accMat",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182701","elementSpec","history",,,"history",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182702","elementSpec","origin",,,"origin",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182703","elementSpec","provenance",,,"provenance",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182704","elementSpec","acquisition",,,"acquisition",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182705","elementSpec","additional",,,"additional",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182706","elementSpec","adminInfo",,,"adminInfo",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182707","elementSpec","recordHist",,,"recordHist",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182708","elementSpec","source",,,"source",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182709","elementSpec","custodialHist",,,"custodialHist",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182710","elementSpec","custEvent",,,"custEvent",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182711","elementSpec","surrogates",,,"surrogates",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182712","elementSpec","msPart",,,"msPart",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182713","elementSpec","msFrag",,,"msFrag",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182714","elementSpec","facsimile",,,"facsimile",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182715","elementSpec","sourceDoc",,,"sourceDoc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182716","elementSpec","surface",,,"surface",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182717","elementSpec","surfaceGrp",,,"surfaceGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182718","elementSpec","zone",,,"zone",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182719","elementSpec","path",,,"path",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182720","elementSpec","addSpan",,,"addSpan",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182721","elementSpec","damage",,,"damage",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182722","elementSpec","damageSpan",,,"damageSpan",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182723","elementSpec","delSpan",,,"delSpan",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182724","elementSpec","ex",,,"ex",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182725","elementSpec","fw",,,"fw",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182726","elementSpec","handNotes",,,"handNotes",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182727","elementSpec","handShift",,,"handShift",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182728","elementSpec","am",,,"am",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182729","elementSpec","restore",,,"restore",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182730","elementSpec","space",,,"space",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182731","elementSpec","subst",,,"subst",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182732","elementSpec","substJoin",,,"substJoin",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182733","elementSpec","supplied",,,"supplied",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182734","elementSpec","surplus",,,"surplus",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182735","elementSpec","secl",,,"secl",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182736","elementSpec","line",,,"line",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182737","elementSpec","listChange",,,"listChange",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182738","elementSpec","listTranspose",,,"listTranspose",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182739","elementSpec","metamark",,,"metamark",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182740","elementSpec","mod",,,"mod",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182741","elementSpec","redo",,,"redo",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182742","elementSpec","retrace",,,"retrace",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182743","elementSpec","transpose",,,"transpose",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182744","elementSpec","undo",,,"undo",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182745","elementSpec","app",,,"app",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182746","elementSpec","listApp",,,"listApp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182747","elementSpec","lem",,,"lem",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182748","elementSpec","rdg",,,"rdg",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182749","elementSpec","rdgGrp",,,"rdgGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182750","elementSpec","witDetail",,,"witDetail",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182751","elementSpec","wit",,,"wit",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182752","elementSpec","listWit",,,"listWit",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182753","elementSpec","witness",,,"witness",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182754","elementSpec","witStart",,,"witStart",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182755","elementSpec","witEnd",,,"witEnd",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182756","elementSpec","lacunaStart",,,"lacunaStart",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182757","elementSpec","lacunaEnd",,,"lacunaEnd",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182758","elementSpec","variantEncoding",,,"variantEncoding",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182759","elementSpec","orgName",,,"orgName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182760","elementSpec","persName",,,"persName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182761","elementSpec","surname",,,"surname",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182762","elementSpec","forename",,,"forename",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182763","elementSpec","genName",,,"genName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182764","elementSpec","nameLink",,,"nameLink",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182765","elementSpec","addName",,,"addName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182766","elementSpec","roleName",,,"roleName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182767","elementSpec","placeName",,,"placeName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182768","elementSpec","bloc",,,"bloc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182769","elementSpec","country",,,"country",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182770","elementSpec","region",,,"region",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182771","elementSpec","settlement",,,"settlement",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182772","elementSpec","district",,,"district",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182773","elementSpec","offset",,,"offset",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182774","elementSpec","geogName",,,"geogName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182775","elementSpec","geogFeat",,,"geogFeat",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182776","elementSpec","eventName",,,"eventName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182777","elementSpec","affiliation",,,"affiliation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182778","elementSpec","age",,,"age",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182779","elementSpec","birth",,,"birth",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182780","elementSpec","climate",,,"climate",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182781","elementSpec","death",,,"death",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182782","elementSpec","education",,,"education",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182783","elementSpec","event",,,"event",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182784","elementSpec","faith",,,"faith",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182785","elementSpec","floruit",,,"floruit",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182786","elementSpec","gender",,,"gender",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182787","elementSpec","geo",,,"geo",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182788","elementSpec","langKnowledge",,,"langKnowledge",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182789","elementSpec","langKnown",,,"langKnown",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182790","elementSpec","listOrg",,,"listOrg",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182791","elementSpec","listEvent",,,"listEvent",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182792","elementSpec","listPerson",,,"listPerson",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182793","elementSpec","listPlace",,,"listPlace",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182794","elementSpec","listRelation",,,"listRelation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182795","elementSpec","location",,,"location",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182796","elementSpec","nationality",,,"nationality",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182797","elementSpec","occupation",,,"occupation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182798","elementSpec","org",,,"org",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182799","elementSpec","person",,,"person",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182800","elementSpec","persona",,,"persona",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182801","elementSpec","personGrp",,,"personGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182802","elementSpec","persPronouns",,,"persPronouns",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182803","elementSpec","place",,,"place",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182804","elementSpec","population",,,"population",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182805","elementSpec","relation",,,"relation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182806","elementSpec","residence",,,"residence",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182807","elementSpec","sex",,,"sex",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182808","elementSpec","socecStatus",,,"socecStatus",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182809","elementSpec","state",,,"state",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182810","elementSpec","terrain",,,"terrain",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182811","elementSpec","trait",,,"trait",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182812","elementSpec","objectName",,,"objectName",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182813","elementSpec","object",,,"object",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182814","elementSpec","listObject",,,"listObject",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182815","elementSpec","objectIdentifier",,,"objectIdentifier",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182816","elementSpec","nym",,,"nym",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182817","elementSpec","listNym",,,"listNym",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182818","elementSpec","table",,,"table",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182819","elementSpec","row",,,"row",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182820","elementSpec","cell",,,"cell",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182821","elementSpec","formula",,,"formula",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182822","elementSpec","notatedMusic",,,"notatedMusic",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182823","elementSpec","figure",,,"figure",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182824","elementSpec","figDesc",,,"figDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182825","elementSpec","textDesc",,,"textDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182826","elementSpec","particDesc",,,"particDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182827","elementSpec","settingDesc",,,"settingDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182828","elementSpec","channel",,,"channel",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182829","elementSpec","constitution",,,"constitution",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182830","elementSpec","derivation",,,"derivation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182831","elementSpec","domain",,,"domain",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182832","elementSpec","factuality",,,"factuality",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182833","elementSpec","interaction",,,"interaction",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182834","elementSpec","preparedness",,,"preparedness",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182835","elementSpec","purpose",,,"purpose",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182836","elementSpec","setting",,,"setting",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182837","elementSpec","locale",,,"locale",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182838","elementSpec","activity",,,"activity",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182839","elementSpec","link",,,"link",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182840","elementSpec","linkGrp",,,"linkGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182841","elementSpec","ab",,,"ab",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182842","elementSpec","anchor",,,"anchor",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182843","elementSpec","seg",,,"seg",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182844","elementSpec","when",,,"when",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182845","elementSpec","timeline",,,"timeline",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182846","elementSpec","join",,,"join",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182847","elementSpec","joinGrp",,,"joinGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182848","elementSpec","alt",,,"alt",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182849","elementSpec","altGrp",,,"altGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182850","elementSpec","standOff",,,"standOff",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182851","elementSpec","listAnnotation",,,"listAnnotation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182852","elementSpec","annotation",,,"annotation",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182853","elementSpec","s",,,"s",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182854","elementSpec","cl",,,"cl",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182855","elementSpec","phr",,,"phr",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182856","elementSpec","w",,,"w",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182857","elementSpec","m",,,"m",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182858","elementSpec","c",,,"c",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182859","elementSpec","pc",,,"pc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182860","elementSpec","span",,,"span",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182861","elementSpec","spanGrp",,,"spanGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182862","elementSpec","interp",,,"interp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182863","elementSpec","interpGrp",,,"interpGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182864","elementSpec","fsdDecl",,,"fsdDecl",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182865","elementSpec","fsDecl",,,"fsDecl",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182866","elementSpec","fsDescr",,,"fsDescr",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182867","elementSpec","fsdLink",,,"fsdLink",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182868","elementSpec","fDecl",,,"fDecl",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182869","elementSpec","fDescr",,,"fDescr",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182870","elementSpec","vRange",,,"vRange",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182871","elementSpec","vDefault",,,"vDefault",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182872","elementSpec","if",,,"if",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182873","elementSpec","then",,,"then",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182874","elementSpec","fsConstraints",,,"fsConstraints",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182875","elementSpec","cond",,,"cond",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182876","elementSpec","bicond",,,"bicond",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182877","elementSpec","iff",,,"iff",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182878","elementSpec","fs",,,"fs",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182879","elementSpec","f",,,"f",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182880","elementSpec","binary",,,"binary",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182881","elementSpec","symbol",,,"symbol",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182882","elementSpec","numeric",,,"numeric",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182883","elementSpec","string",,,"string",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182884","elementSpec","vLabel",,,"vLabel",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182885","elementSpec","vColl",,,"vColl",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182886","elementSpec","default",,,"default",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182887","elementSpec","vAlt",,,"vAlt",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182888","elementSpec","vNot",,,"vNot",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182889","elementSpec","vMerge",,,"vMerge",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182890","elementSpec","fLib",,,"fLib",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182891","elementSpec","fvLib",,,"fvLib",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182892","elementSpec","graph",,,"graph",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182893","elementSpec","node",,,"node",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182894","elementSpec","arc",,,"arc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182895","elementSpec","tree",,,"tree",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182896","elementSpec","root",,,"root",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182897","elementSpec","iNode",,,"iNode",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182898","elementSpec","leaf",,,"leaf",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182899","elementSpec","eTree",,,"eTree",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182900","elementSpec","triangle",,,"triangle",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182901","elementSpec","eLeaf",,,"eLeaf",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182902","elementSpec","forest",,,"forest",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182903","elementSpec","listForest",,,"listForest",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182904","elementSpec","precision",,,"precision",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182905","elementSpec","certainty",,,"certainty",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182906","elementSpec","respons",,,"respons",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182907","elementSpec","att",,,"att",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182908","elementSpec","code",,,"code",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182909","elementSpec","eg",,,"eg",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182910","elementSpec","egXML",,,"egXML",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182911","elementSpec","gi",,,"gi",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182912","elementSpec","ident",,,"ident",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182913","elementSpec","tag",,,"tag",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182914","elementSpec","val",,,"val",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182915","elementSpec","specList",,,"specList",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182916","elementSpec","specDesc",,,"specDesc",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182917","elementSpec","classRef",,,"classRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182918","elementSpec","elementRef",,,"elementRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182919","elementSpec","macroRef",,,"macroRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182920","elementSpec","moduleRef",,,"moduleRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182921","elementSpec","moduleSpec",,,"moduleSpec",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182922","elementSpec","schemaSpec",,,"schemaSpec",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182923","elementSpec","specGrp",,,"specGrp",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182924","elementSpec","specGrpRef",,,"specGrpRef",,
"4:13c24cab-0708-4375-8014-8513a8fd1335:182925","elementSpec","elementSpec",,,"elementSpec",,
